,Item Name,CatalogNumber,SMILES,Rack Number,Plate Location
948,Nicotine Ditartrate,S4370,"OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.CN1CCCC1C1=CC=CN=C1 |c:27,29,t:25|",L1300-11,e9
949,Pridinol Methanesulfonate,S4371,"CS(O)(=O)=O.OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1 |c:17,19,24,26,t:15,22|",L1300-11,f9
950,Triflupromazine HCl,S4372,"Cl.CN(C)CCCN1C2=CC(=CC=C2SC2=C1C=CC=C2)C(F)(F)F |c:9,11,15,18,20,t:7|",L1300-11,g9
951,Dicyclomine HCl,S4373,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,L1300-11,h9
952,Thioridazine HCl,S4374,"Cl.CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1 |c:9,11,26,t:2,4,7|",L1300-11,a10
953,Mepenzolate Bromide,S4375,"[Br-].C[N+]1(C)CCC(CC1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:16,18,23,25,t:14,21|",L1300-11,b10
954,Aceclidine HCl,S4376,Cl.[H][C@]12CCN(CC1)CC2OC(C)=O |r|,L1300-11,c10
955,Imipramine HCl,S4377,"Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2 |c:7,11,14,16,19,21|",L1300-11,d10
956,Proadifen HCl,S4381,"Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C1=CC=CC=C1 |c:16,18,23,25,t:14,21|",L1300-11,e10
957,Pyrilamine Maleate,S4382,"OC(=O)\C=C/C(O)=O.COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1 |c:22,24,27,t:9,11,20|",L1300-11,f10
958,Difloxacin HCl,S4384,"Cl.CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C(O)=O |c:10,12,18,27,t:8,22,24|",L1300-11,g10
959,Fosfomycin Tromethamine,S4385,C[C@H]1O[C@H]1P(O)(O)=O.NC(CO)(CO)CO |r|,L1300-11,h10
960,Acetarsone,S4386,"CC(=O)NC1=C(O)C=CC(=C1)[As](O)(O)=O |c:4,7,9|",L1300-11,a11
961,Bephenium Hydroxynaphthoate,S4389,"OC1=C(C=C2C=CC=CC2=C1)C([O-])=O.C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1 |c:5,7,10,23,25,31,33,t:1,3,21,29|",L1300-11,b11
962,Brucine,S4390,"O.OS(O)(=O)=O.[H][C@]12C[C@@]3([H])C4=CCOC5CC(=O)N6C([C@@]35[H])[C@]1(CCN2C4)C1=C6C=C(OC)C(OC)=C1 |r,c:31,40,t:34|",L1300-11,c11
963,Camylofin Chlorhydrate,S4391,"Cl.Cl.CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1 |c:19,21,t:17|",L1300-11,d11
964,Clofoctol,S4394,"CC(C)(C)CC(C)(C)C1=CC(CC2=CC=C(Cl)C=C2Cl)=C(O)C=C1 |c:17,23,t:8,12,14,20|",L1300-11,e11
965,Diperodon HCl,S4397,"Cl.O=C(NC1=CC=CC=C1)OCC(CN1CCCCC1)OC(=O)NC1=CC=CC=C1 |c:5,7,27,29,t:3,25|",L1300-11,f11
966,Isoxicam,S4398,"CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=CC=CC=C2S1(=O)=O |c:10,17,19,t:6,12,15|",L1300-11,g11
967,Nifenazone,S4401,"CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1 |c:11,13,15,21,23,t:9,19|",L1300-11,h11
968,Oxeladin Citrate,S4402,"OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1 |c:32,34,t:30|",L1300-12,a1
969,Pasiniazid,S4404,"NNC(=O)C1=CC=NC=C1.NC1=CC(O)=C(C=C1)C(O)=O |c:6,8,14,16,t:4,11|",L1300-12,b1
970,Prochlorperazine Dimaleate,S4407,"OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1 |c:23,26,32,35,37,t:29|",L1300-12,c1
971,Procodazole,S4408,"OC(=O)CCC1=NC2=C(N1)C=CC=C2 |c:7,11,13,t:5|",L1300-12,d1
972,Sodium 4-aminohippurate Hydrate,S4414,"[Na+].NC1=CC=C(C=C1)C(=O)NCC([O-])=O |c:3,5,t:1|",L1300-12,e1
973,Trimipramine Maleate,S4416,"OC(=O)\C=C/C(O)=O.CC(CN(C)C)CN1C2=CC=CC=C2CCC2=C1C=CC=C2 |c:17,19,24,27,29,t:15|",L1300-12,f1
974,Vinblastine sulfate  ,S4505,"OS(O)(=O)=O.[H][C@@]12N3CCC11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@@]2([H])C[N@](C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC |r,c:17,36,59,65,t:11,13,63,67|",L1300-12,g1
975,Tofacitinib citrate (CP-690550 citrate),S5001,"OC(=O)CC(O)(CC(O)=O)C(O)=O.C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N |r,c:22,24,28,30|",L1300-12,h1
976,FK-506 (Tacrolimus),S5003,"[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC |r,c:38|",L1300-12,a2
977,Pimecrolimus,S5004,"[H][C@@]12CCCCN1C(=O)C(=O)[C@]1(O)O[C@@H]([C@H](C[C@H]1C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@@H](C)[C@H](OC2=O)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC)OC |r,t:29|",L1300-12,b2
